"","x"
"715","랑종별점 - 총 10점 중1곡성이 훨~~~~씬 낫구여 무슨 고어물인줄 알았네요^^ 잔인하기만 하구 대체 뭐가 무섭다는건지.. 짜증만 납니다 신고"
"716","랑종별점 - 총 10점 중10신고"
"717","랑종별점 - 총 10점 중4이거 보기전에 밥드시지 마세요 신고"
"718","랑종별점 - 총 10점 중8보통의 공포영화가 그렇듯이  평가는 대게극과극이다 극을보며 무서움을 탄 이들도 끝나고나면 생각보다 심심하고 아쉽다는 소리를한다 그만큼 공포영화에선 극찬을 받기어려운점이있다 그럼에도 불구하고 태국 특유의 칙칙하고 습한 분위기와 어울어져 공포감을 느끼기에 적격이었다 나는 이점이 꽤 훌륭한 공포영화였다고 생각된다 신고"
"719","랑종별점 - 총 10점 중1리뷰 안좋은데도 볼 영화가 없기도 하고 그래도 지들 딴에는 열심히 만들었겠지 하며 최대한 기대치를 낮추고 봤는데요 이거 정말 말같지도 않은 영화입니다하나도 안무섭고요 불쾌하기만합니다 진짜 속된말로 핵노잼입니다 맥락 하나도 없는 심히 더러운 성교장면, 기괴하고 불편한 장면들 갑자기 개는 왜 죽여? 갓난아기도 죽입니다 갑자기 옷을 찢어 가슴을 내보이질 않나... 19금을 고작 이런데서 활용하다니 정말 촌스러워서 경악을 했습니다 공포영화가 19금인 이유가 고작.... 아... 저급해요... 그냥 이러면 무섭겠지? 신비로워 보이겠지? 하면서 별 시덥지도 않은 클리셰 오브제 덕지덕지... 유딩들이 공포 만화책을 그려도 이것보단 재밌겠다 싶네요 스토리도 엉망이고 스릴이라곤 1도 없어요... 하... 초반부 지루함 수습하려고 뒤쯤 가면 갑툭튀 좀비영화 짬뽕 후반부에는 걍 좀비영화가 됩니다 그냥 보다보니 웃음이 나오더라고요 같이 보러 간 분이랑 눈마주치니 웃음만 나더라고요 둘이 보다가 웃었습니다... 정말 하나도 안무섭고 걍 하찮고 웃겨요 영화를 이렇게 만들수도 있구나 싶습니다 정말 뻔하고 저급합니다 진짜 보신다면 뜯어말리고 싶네요 진이 쭉 빠지고요 저기 고등학생 영화동아리에 공포영화 만들라고 해도 이것보단 진짜 훨씬 재밌을 것 같아요 정말 이건 쓰레기 영화입니다 이걸 영화라고 만들어서 내보인다는게 이해가 안가요 어떻게 이걸 영화라고... 보지 마세요 돈 아주 많고 시간 아주 많고 그러시면 걍 시원한 영화관에서 잠이나 주무시고 오라고 하고싶지만 이건 또 영화가  더럽게 시끄럽기까지... 잠도 못자요 1점도 아까운 하급영화입니다 어떻게 스토리를 이따구로... 맥락 하나도 없음 진심 개빡치네 웃겨 정말... 걍 웃겨요 신고"
"720","랑종별점 - 총 10점 중1영화보고 속이 너무 안좋아요절대 보지 마십쇼 신고"
"721","랑종별점 - 총 10점 중7너무 혹평들이 많네요 저도 무지 기대했지만 다보고 나올땐 좀 의아하게 나오긴했어요 이런 장르 좋아하는분들은 그냥 평이하게 볼정도는 되는거같은데 후반에 너무 반복 되는 패턴과 답답한 진행으로 더 실망스럽긴했지만 배우들의 연기도 너무 좋았구요 공포영화를 사랑하는 저로서는 괜찮게 봤습니다 진부한 설정빼고 후반만 좀 다듬어졌음 훨씬 나았을거같아요 신고"
"722","랑종별점 - 총 10점 중8난 볼만했음ㅋㅋㅋ근데 공포영화같음 그냥 곡성이랑 느낌이다름 아 그리고 자꾸 좀비얘기하는데 좀비가 아니라 개고기집 해서 죽인 개들의 혼령이 복수하는거같음ㅋ 좀비가아님 신고"
"723","랑종별점 - 총 10점 중8영화관 안에서의 재미보다는 영화를 다 보고 난 후 하나하나 의문점들을 생각해보는 재미가 있는 영화.  영화 본 직후에는 내가 뭘 본거지? 하는 생각과 불쾌감, 찝찝함...이 들었음. (온갖 인간이 금기시하는 불쾌한 요소들을 다 때려 넣은 것 자체가 애초에 영화가 그런 의도로 만들어졌다는 느낌?) 영화가 친절한 편이 아니라서 여러가지 의문점이 많이 남았음. (나홍진 감독님 특성상 곡성에서도 그리 친절한 편은 아니어서 뭔가 영화를 보면 '자! 이제 네가 생각해봐!'라고 하는 느낌을 받았음) 그래서 혼자 장면, 인물들에 대해 찬찬히 생각해보니 영화 전체적 흐름이나 관통하는 메세지가 보였음. 영화를 다시 본 느낌? 해석하기 나름인 영화라서 같이 본 친구랑 이야기 나눌 때도  다 다르게 생각할 수 있다는 게 신기하고 재밌었음. 영화를 보는 것에서 감상을 그치지 않고 영화에 대해 다시 생각해보면 충분히 의미있는 영화라고 생각함. 신고"
"724","랑종별점 - 총 10점 중4중반 까지는 괜찮았습니다. 근데 후반으로 가면 갈수록 뭔가 아웃라스트 와 파라노말 액티비티 장면을 합쳐 놓은 것 같았습니다. 그리고 정말  고어한 장면이 많았습니다. 중간에 구역질이 나왔을 정도로 불편한 장면이 생각보다 많습니다. 정말 저처럼 비위가 약하다 하신 분들에게는 비추천하는 영화입니다. 신고"
"725","랑종별점 - 총 10점 중1여러분의 소중한 시간과 돈을 위해 말씀드립니다. 진심으로 보지마세요. 제 돈과 시간을 이런 쓰레기물에 소비해서 참 억울합니다. 곡성 때문에 기대 많이했었는데 대실망해서 당분간 감독님 작품은 안보고싶네요. 신고"
"726","랑종별점 - 총 10점 중10페미 별점테러 균형 맞추기 신고"
"727","랑종별점 - 총 10점 중7다른 분들의 우려와 달리 비교적 잘 보았다고 생각합니다. 확실히 후반부에는 잔혹한 장면이 두루 등장하니 감안하고 보시길 추천합니다. 신고"
"728","랑종별점 - 총 10점 중1오늘 광명아울렛 롯데씨네마에서 보고 왔는데...너무 기대를 하고 갔나? 무서운것도 하나도 없고... 후반부로 갈수록 영화는 공포 보다는 기괴함으로 가는듯 하다. 공포 영화를 못보는 쫄보인 내가 봐도 안무서운 기괴한 영화. 공포 영화보면서 졸립긴 처음이다. 긴장감도 없고 무서운것도 없고... 단지 자극적인  내용뿐(동물살해, 영아살해, 근친상간 등) 재미도 내용도 없고 단지 기분 나쁜 기괴함만 남는 영화였다. 돈주고 보기 아까우니 극장 가지마라~ 참고로 나 알바 아니다! 실제 관람객이다. 나도 혹시나 하는 생각에 가서 봤는데... 역시나 쓰레기! 제2의 곡성? 곡성을 어디다 갖다 붙여? 암튼 이젠 속지말자! 신고"
"729","랑종별점 - 총 10점 중7괜찮았음. 중간에 집중력이 좀 떨어졌지만.. 볼만함 신고"
"730","랑종별점 - 총 10점 중10저는 재밌게 봤습니다. 신고"
"731","랑종별점 - 총 10점 중7    다 된 의식에 퐁 뿌리기. 신고"
"732","랑종별점 - 총 10점 중10랑종은 곡성의 짜임새와 반전 같은 요소는 없었지만 순수공포, 괴기함,리얼리티 같은 부분에선 더 낫다고 본다 간만에 제대로 된 공포영화를 봐서 너무 만족함 안무섭다매 OOO들아 ㅠㅠㅠㅠ 신고"
"733","랑종별점 - 총 10점 중9평점 믿고 봤다가 진짜 디질뻔했습니다.. 대한민국에 강심장이 이렇게 많네요;, 신고"
"734","랑종별점 - 총 10점 중6엄청엄청 무섭다길래 아니, 단순한 호러물일거라는 생각보단 깊이있는 다큐느낌이 날 줄 알고 기대하며 봤는데 웬걸…… 엄청엄청 실망했다. 난해함 그자체. 무섭다기보단 징그러운 장면이 많은것… 신고"
"735","랑종별점 - 총 10점 중10완전잼있어요국산귀신영화보다는백배잼있음 신고"
"736","랑종별점 - 총 10점 중1노잼노잼노잼노잼노잼노잼 신고"
"737","랑종별점 - 총 10점 중1통신사 멤버쉽으로 무료로 봐서 망정이지 이딴 영화에 만원넘는 돈 쓰고 2시간동안 불쾌한 기분 들면서 시간 버리는거 자체가 사람이 할 짓이 아니라고 생각드네요. 어우 쉣 신고"
"738","랑종별점 - 총 10점 중6기대 이하의 영화, 하지만 제작자 나홍진의 현명함에 박수를 신고"
"739","랑종별점 - 총 10점 중1기분만 나쁜 미친영화 뭘 말하고싶은지도 모르겠다 신고"
"740","랑종별점 - 총 10점 중1차라리 이 돈으로 떡볶이 사먹을껄..귀는 밍밍거리고 눈은 캠흔들때문에 아프고..공포가 아니라 기괴하고 지저분한..하.. 곡성은 정말 재밌게봤는데.. 신고"
"741","랑종별점 - 총 10점 중1허위광고는 이거다다다 신고"
"742","랑종별점 - 총 10점 중1진짜 여지껏 봤던 영화 중 가장 재미 없었네요 공포물도 아니고 다큐도 아니고 이도저도 아닌 쓰레기 작품, 일류 작품인(컨저링,엑소시스트,애나벨) 등 같은 공포물들 보면 스토리 라인이랑 공포물이 조합이 잘 되어져있어서 납득가고 이해가는데 쓰레기같은 랑종은 뭘 의미하는지도 모르겠고 어떻게 연관 되어있는지도 모름, 특히 후반부에 좀비물마냥 다들 좀비화되고 싹 다 죽고 결말까지 쓰레기, 그냥 쓰레기 그 자체 시간과 돈 버리니 보지마세요. 신고"
"743","랑종별점 - 총 10점 중10밍 예쁘고 연기 좋았음 무서운 거 좋아하는 사람으로서 딱히 무섭다기보단 잔인했음 지금까지 공포영화보단 무서움이 급이 다르긴 했다는 점 신고"
"744","랑종별점 - 총 10점 중1어디까지나 내 주관시점임.1.연기잘함.2.연출이 다 함끝 신고"
"745","랑종별점 - 총 10점 중2그냥 잔인한 영화... 신고"
"746","랑종별점 - 총 10점 중8새로웠음 귀신이라기보단 무언가에 홀린 영혼인 듯 신고"
"747","랑종별점 - 총 10점 중2뭔 영화인지 모르겠음 보지마세요 신고"
"748","랑종별점 - 총 10점 중5초반 노잼 후반 어디서 본것같은 장면 짜깁기 신고"
"749","랑종별점 - 총 10점 중8연기는 좋음 근데 허무 .. 가짜라니 신고"
"750","랑종별점 - 총 10점 중10기대를 져버리지 않았어요. 시작부터 마지막까지 탄탄했던 스토리, 밤에 잠못들게 만들정도로 무서웠던 영화 올 여름 공포영화로 추천해요! '믿음' 에 관한 이야기가 담겨있던듯 해요 신고"
"751","랑종별점 - 총 10점 중1할말이 없다 돈을 떠나서 시간이 너무 아깝네 신고"
"752","랑종별점 - 총 10점 중1쓰레기 같은 영화.기자들과 언론들의 설레발로 보았지만현실은 김기덕에 빙의된 나홍진 감독이 반종 감독을 내세워 만든 희대의 쓰레기영화.무섭지도 않고, 스토리도 구리고. 결국 마지막엔 곡성과 다를바가 1도 없었던 영화.보지마세요. 신고"
"753","랑종별점 - 총 10점 중10겁나 까대는 평점들 읽다가 오히려 궁금해져서 본 영화.재밌는부분도있고 억지도 있고 걍 그렇게 잘만들어진건 아니지만 볼만한 영화임.긴장감도있고 기괴하게 연출한 부분에서는 오 잘만들었다 생각도 들던데왜들그리 까대는지 오히려 얼마나 쓰레기영화인지 기대하고갔다가 ? 하고 나옴. 신고"
"754","랑종별점 - 총 10점 중2웬만해선 평점,감상평 안쓰는데 당최 뭔 영환지ㅜㅜ공포,스릴러 뭐 이런걸 기대하고 보면 절대 안되는 영화로 그냥 괴기스런 다큐인 듯 신고"
"755","랑종별점 - 총 10점 중10신고"
"756","랑종별점 - 총 10점 중8무섭지않다는 리뷰들이 있어서 정말 페이크다큐인줄 알았음... 중간쯤부터 심장이 나대더니 그날밤 엄마랑 잤음... 신고"
"757","랑종별점 - 총 10점 중10코로나로 OO같은 영화가 판 치는 가운데 너무 좋았습니아 신고"
"758","랑종별점 - 총 10점 중10주연배우 연기가 정말 ㅎㄷㄷD-7 부터 그날까지의 연기만으로도 돈이 하나도 안 아까워요19금부분과 동물을 죽이는 부분들 때문에 좀 기분이 더럽고 찝찝하지만 무섭고 재미있고 특이했습니다 신고"
"759","랑종별점 - 총 10점 중1최악의 영화 입니다. 온갖 기분나쁜 장면으로 도배를 하기위해 만든 영화 신고"
"760","랑종별점 - 총 10점 중4공포 영화 패러디 총집합. <블레어 위치>, <곡성>, <REC>, <파라노말 액티비티> 등 레퍼런스 영화들을 챙겨보는 식의 재미를 찾는 것도 방법일듯. 신고"
"761","랑종별점 - 총 10점 중4신고"
"762","랑종별점 - 총 10점 중10곡성 처음 나왔을때 평가와 평점, 평가절하.      공포영화로써 성공적 신고"
"763","랑종별점 - 총 10점 중2공포보다는 불편함... 나의 불편함의 기준이 아주 높음에도 불구하고...처음에는 태국이란 나라를 잘 몰랐어서 무섭지 않았나라고 생각했었지만 그게 아니였음. 그냥 불편하고 기괴한 영화였음. 나홍진이 미끼를 던졌고 나는 그 미끼를 물어부렀어.. 신고"
"764","랑종별점 - 총 10점 중1노잼의 근본 노잼의 끝판왕 신고"
"765","랑종별점 - 총 10점 중10평점 낮게 주는 사람들이 도대체 영화를 어떻게 생각하는지 의문이다. 매번 갑툭튀로 놀래키는 것만이 진정한 공포라고 믿는 시야 좁은 사람들인 것 같다. 분위기로 장 내 분위기를 압도하는 영화를 경험하고 싶으면 꼭 보라고 추천하고 싶음. 다른 공포영화는 날 춥게 만들었다면 랑종은 날 뜨겁게 만들었음. 신고"
"766","랑종별점 - 총 10점 중10밍~밍~~ 네가 어디에 있던~ 너네 나라에선 개를 먹지~ 신고"
"767","랑종별점 - 총 10점 중1아 진짜 최악..시간 버리고 돈 버리고ㅠ 신고"
"768","랑종별점 - 총 10점 중10모든 리뷰에서 나타나는 부분이지만 `배우들의 연기력`이 좋다.개인적으론 곡성 처럼 곱씹어볼 요소들이 몇몇 군데 있어서 영화를 보고 난 뒤에 해석을 찾아보는 재미가 있어서 인상 깊은 영화라고 생각한다.다만, 왜 이리 평점이 낮은가 싶었는데..아무래도 반박불가 불편한 장면들이 다소 있다.. 흠.. 글쎄 스토리를 제대로 이해했으면 이게 다 납득이 되는 장면들인데 왜 좀비물이니 이런 말이 나오는지 모르겠다..;스토리를 제대로 이해하지 못해서 좀비물 소리가 나오는거 같아 아쉽.. 신고"
"769","랑종별점 - 총 10점 중1무서운 것도 아니고 재미도 없고 영상미가 있길하나.  불쾌함만 있네. 생전 처음 영화 보다가 나가고 싶었음. 절대 비추. 나홍진 이름 아니면 절대 안 봤을 것. 신고"
"770","랑종별점 - 총 10점 중2영상이 리얼 사운드여서 3D멀미가 있는데 보다가 토할뻔 했다. 신고"
"771","랑종별점 - 총 10점 중1쓰레기 영화도 아니다. 곤지암이 더 나을정도.저렴한 태국에서 외노자 데리고 싸게 찍은 껍데기만 곡성이고 실제 내용은 3류 4류 하류영화 그자체. 하급 좀비 영화! 영화관 나오는데 밍!! 밍!! 밍!!! 이것밖에 생각 안난다. 절대 보지마시길. 돈 아깝다. 진심…. ㅠ ㅜ 신고"
"772","랑종별점 - 총 10점 중2ㅅㅂ 이것도 영화라고 멀미나 죽는줄 신고"
"773","랑종별점 - 총 10점 중10개인적으로 영화관에서 개무섭게 봤음... ㄹㅇ 무서움... 신고"
"774","랑종별점 - 총 10점 중7전부 담기에는 카메라가 좁아보인다 신고"
"775","랑종별점 - 총 10점 중10공포영화 매니아가 보면 정말 잘만들어진 영화입니다. 곡성만큼 잘만든 영화입니다. 반전과 반전이 있는 스토리 입니다. 신고"
"776","랑종별점 - 총 10점 중1그냥 ㅂㅅ영화 퉷. 꺼져 신고"
"777","랑종별점 - 총 10점 중10밑에 재미없다는 글들 알바임?개재밌는데 무슨소리임??꼭보세요!! 신고"
"778","랑종별점 - 총 10점 중9존나 무서움 ㅅㅂ.. 휴 신고"
"779","랑종별점 - 총 10점 중10여주인공 연기가 압살했다 신고"
"780","랑종별점 - 총 10점 중1페이큐다큐 카메라 흔들림으로 멀미각영화시작하고 1시간 30분 경과일반 공영방송에서 하는 다큐스페셜이런 방송이 더 재미있겠음줄거리 없음 감동 없음후반부 온갖 잡다한 공포물 짬뽕판갑자기 존비물로 변신ㅋㅋㅋ이렇게 그지같고 짬뽕스러운 영화는 처음평일 오후 아무도 없는 영화관에서무서울 법도 한데 하품만 나오는 영화러닝타임 5시간 일줄내 2시간 내 만원 내놔 신고"
"781","랑종별점 - 총 10점 중2불쾌함을 끌어내기 위해서만 노력한 영화 신고"
"782","랑종별점 - 총 10점 중5안 무서운, 보기에 불편한 영화.. 그러나 특이하긴 하네.. 태국 영화가 우리랑은 많이 다르네.. 신고"
"783","랑종별점 - 총 10점 중1이런걸 영화로 만들었어요 영화 보다가 중간에 나오기는  처음입니다 신고"
"784","랑종별점 - 총 10점 중8못봐줄 정도는 아닌데 후반부가 애매 신고"
"785","랑종별점 - 총 10점 중2전 좀비영화를 제일 싫어합니다..노노노잼좀비영화인줄 알았으면 알보는건데. 신고"
"786","랑종별점 - 총 10점 중6전체적으로 초반부 중반부까지는 태국영화의 느낌을 많이 받았다면 후반부는 그냥 영화 알이씨 느낌이 많이 났습니다. 다른 무서운 장면이야 흔한 공포영화의 갑툭튀 수준인데 제일 충격이었던건 강아지를 냄비에 넣는게 제일 불쾌한 기억으로 남았네요 하... 신고"
"787","랑종별점 - 총 10점 중7자극적인 공포를 덜어내면 메시지가 보인다 신고"
"788","랑종별점 - 총 10점 중5다큐멘터리 형식의 무당관련 공포물입니다.진짜 다큐멘터리는 아니것 같고 리얼리티하게 다큐인것처럼 꾸며서 사실감을 주었네요.무당관련 신들린 사람이나 귀신들린 모습은 공포감을 느끼게 되지만한편으로는 이런 류의 영상을 많이 보신분들에게는 조금 과하게 오버스러운면이 보이고무당도 급이 있지 않나 생각이 드네요 퇴마 실패하는거 실망스러웠음연출을 리얼하게 하려다보니 카메라맨 화면이 심하게 흔들리는게 보다보면 피곤해지고연기자들의 연기력은 좋았으나 오버스러운 연출이 있지 않았나 생각이 듭니다.생각보다 공포스러운 느낌이 없었고 브금은 매우 훌륭했습니다.결국 퇴마를 못하고 마지막에 어찌 된건지 결말이 없었고주인공급으로 나오던분도 갑자기 죽었는데 죽기전 인터뷰를 마지막장면에 넣어서 저게 무슨말인가 한참 생각했네요 신고"
"789","랑종별점 - 총 10점 중10너무 무셔웠어여…훌 쩍 .. 신고"
"790","랑종별점 - 총 10점 중9뭐랄까 계속 보기싫은데 보고싶은 이상한 소름돋는 느낌이 재밌고 무섭고 좋았습니다! 소름이 계속 돋아서 진짜 나와서도 이렇게 더운날씨에도 안더운 느낌... 신고"
"791","랑종별점 - 총 10점 중1생각보다 재밌게 봤습니다 ㅎㅎ 신고"
"792","랑종별점 - 총 10점 중2요리로치면 어울리는건 상관없이 온갖 맛있다는 재료 다 집어넣고 끓여와서는 어때?? 하는느낌 신고"
"793","랑종별점 - 총 10점 중1랑종의 연출은 단연코 최악이었다. 그 좋은 소재 가지고 쓰레기 잡탕을 만들어 놓았네.. 신고"
"794","랑종별점 - 총 10점 중1진짜 개노잼임 고도비만 남자 쮸쮸만 드러워서 기억나고  기억나는거 하나도없고.... 시간이랑 돈만 아깝다 ㄹㅇ 신고"
"795","랑종별점 - 총 10점 중6뻔한 깜놀 클리셰에 좀비는 왜나옴 ㅋㅋ 신고"
"796","랑종별점 - 총 10점 중8이동진 평론가님 리뷰 보고갔더니 영화 초반부에 다큐형식으로 나오는 지루한 인터뷰들이 그제야 이해가 되더군요. 근데 영화는 너무 불친절해서 관객들이 직접 이해하려고 노력하지 않으면 초반부에는 노잼이라고 느끼는 분들도 많으실것 같아요! 점점 귀신에 씌이다가 마지막에 휘몰아치는게곤지암 느낌이었어요~ 다들 안무섭고 재미없다고 그러는데 저는 쫄보라 그런지 컨저링이나 유전의 5배 정도로 무서웠습니다… 기괴한 느낌이에요… 카메라 찍는 제작진이 다큐 만들려고 한게 아니고 너무 관객을 의식하고 찍은 느낌이라 몰입감을 중간중간 깼지만 그래도 여름 공포영화 잘 봤습니다! 신고"
"797","랑종별점 - 총 10점 중8좀 잔인했던 영화 내용이 통쾌하지 않음 신고"
"798","랑종별점 - 총 10점 중1왜 청불이나 했더니 그거였구나 하하 신고"
"799","랑종별점 - 총 10점 중1나는 단순하고 촌스러워서 눈으로 보여지는거말고 생각하게만드는 영화는 재미가없다. 생각할거면 책을읽지 영화를 보겠나,각설하고  재.미.없.다, 밍 연기가 좋은건지도 모르겠고 무섭지도않고 신고"
"800","랑종별점 - 총 10점 중7뭐 다 좋은데 아무리 짐승에 빙의됐다지만 좀비같았어요 신고"
"801","랑종별점 - 총 10점 중7영화끝나고 엉덩이가 일어나지질 않았던 영화상영관 나오자마자 등골이 오싹해지는 이상한 기분이 드는 영화 마지막40분은 그냥 소리만 들었음 ㅋㅋ 못봄 신고"
"802","랑종별점 - 총 10점 중2연기는 좋아요…네…연기만 좋아요..정신건강에 해로워요…기억나는건 마지막에 다같이 서로를 먹방해요 갑자기 좀비가되요 신고"
"803","랑종별점 - 총 10점 중1시각적으로 멀미를 유발하고 감정적으로 역겹고 불쾌한 영화 신고"
"804","랑종별점 - 총 10점 중9근데 솔직히 존나 나는 진짜 실화인줄 알았다ㅋㅋ먼가 다큐처럼 영화는 잘만들기는 했음 내용이 괴상해서 호불호가 갈리는거지 악령이나 이런거에 관심있는 애들이면 그리 나쁘게 안볼듯 신고"
"805","랑종별점 - 총 10점 중6솔직감상평 파라노말액티비티 + 엑소시스트 + REC 짜집기 영화 전혀 새롭지않고 가장 심각한것은 기괴하지도 무섭지 않다는거 신고"
"806","랑종별점 - 총 10점 중7내가 본 공포영화 중에 제일 무서웠음. 근데 보고 나면 기분 잡치고 킹받음. 그래서 그런지 이날 데이트 분위기도 영화 본 다음에 안좋아졌음. 신고"
"807","랑종별점 - 총 10점 중4랑종이 아니라 그냥 말종입니다 신고"
"808","랑종별점 - 총 10점 중10너무 무서워요 뇌한테 좋지 않은 자극을 준 거 같아요 신고"
"809","랑종별점 - 총 10점 중5나홍진의 모호함과 반종의 쇼크가 시너지를 만들었다. 신고"
"810","랑종별점 - 총 10점 중6러닝타임이 길어서 지루해요... 처음 다큐멘터리 부분은 흥미로웠어요. 편안하구요.태국 관광장려 느낌이 좋았습니다. 영화가 진행될 수록 이야기가 부실했어요.해석영상을 찾아볼 정도로 흥미가 있지는 않았습니다 ㅠㅠ 신고"
"811","랑종별점 - 총 10점 중1곱씹을수록 열받음. 열받게하는게 목적인 영화라면 별점 5개 주겠음 근데 그게 아니잖아.. 감상 포인트로 뭘 선택할지도 모르겠음 걍 사다리타기로 눌렀다. 신고"
"812","랑종별점 - 총 10점 중8애기 울음소리로 어이 없는 깽판 전까진 좋았다 신고"
"813","랑종별점 - 총 10점 중2셔터도 곡성도 랑종도 귀신이 이김~ 신고"
"814","랑종별점 - 총 10점 중8보고 난 당시에는 개무서워서 아무 생각도 안들었는데 곱씹어볼수록 해석거리 다양하고 디테일하게 다 연결되있는 스토리를 가진 영화임 생각할수록 잘 만든듯ㅇㅇ 그리고 사운드가 개쩜 애기울음소리 와.. 신고"
"815","랑종별점 - 총 10점 중1그냥 쓰.레.기 한 z급 영화 신고"
"816","랑종별점 - 총 10점 중4연출만 보면.. 스토리가 정말 잘 짜여져있었다면 역대급 공포영화가 될수도 있었을텐데뒤로 갈수록 산으로가는 스토리 때문에 연출이 아까울정도 신고"
"817","랑종별점 - 총 10점 중2최악..겨우 참다 끝에 뜯어먹을때 나옴.. 신고"
"818","랑종별점 - 총 10점 중10개인적으로 저는 재밌게 봤습니다. 무당역할로 나오신 분도 캐스팅이 잘 되었다고 생각이 드네요. 신고"
"819","랑종별점 - 총 10점 중1우리 알바가 격하게 비추... 했지만... 예고편에 속는사람 더는 없길 바랍니다. 신고"
"820","랑종별점 - 총 10점 중10감정 자극하는 것 만을 원하면 비추. 극심한 공포물은 아니지만 공포물 맞고 이해하면 영화 좋음. 신고"
"821","랑종별점 - 총 10점 중4주연 배우들 연기력이 다했던 영화.. 신고"
"822","랑종별점 - 총 10점 중1스토리 개연성 없음. 연출 기괴. 태국의 날씨보다 불쾌했던 영화 신고"
"823","랑종별점 - 총 10점 중1무명 감독이었으면 전국관객수 9만 예상 신고"
"824","랑종별점 - 총 10점 중10평점보다 훨씬 재밌게 봤어요 신고"
"825","랑종별점 - 총 10점 중1공포가 아닌 잔인함.. 내용도 노잼 그 자체 신고"
"826","랑종별점 - 총 10점 중10오컬트 영화 좋아하는 사람은 무조건 좋아할거 같은데?? 완전 파멸 그자체입니다 신고"
"827","랑종별점 - 총 10점 중1내가 최근 몇년동안 본 영화중제일 최악카메라 구도 연기 스토리 진짜 최악 신고"
"828","랑종별점 - 총 10점 중10난재밌었는뎅.. 곡성도 재밌게봤었음 신고"
"829","랑종별점 - 총 10점 중2한번은 우연이고 두번은 뽀록인데 얘는 그냥 나가리네 신고"
"830","랑종별점 - 총 10점 중10불편충들땜에 망할 영화 신고"
"831","랑종별점 - 총 10점 중2전형적인 한국 공포 영화 스러움. 신고"
"832","랑종별점 - 총 10점 중1여자 생식기에서 피 안나오면 영화 못만드나봄 신고"
"833","랑종별점 - 총 10점 중2잘못봤습니다 매우 매우 신고"
"834","랑종별점 - 총 10점 중2댓글보도 나고 공감가고 ㅠㅠ 신고"
"835","랑종별점 - 총 10점 중1한마디만 하겠음 보던 사람들 나 포함 영화보다 다 나감 ㅋㅋㅋ 신고"
"836","랑종별점 - 총 10점 중1멀미 심한분 보지마세요. 신고"
"837","랑종별점 - 총 10점 중4기대하고 봤으나 실망만남음그저그런 공포영화뻔한스토리 연출.. 신고"
"838","랑종별점 - 총 10점 중10이게 오컬트 영화지 찝찝함 + 설명안됨 열린 결말 + 19금 + 배우들 연기력 신고"
"839","랑종별점 - 총 10점 중8연출과 연기력은 좋았지만 그에 비해 영화의 플롯 흐름이 곡성만 못했던거 같습니다. 신고"
"840","랑종별점 - 총 10점 중4왜이렇게 밍밍 거려  거슬리는 장면이 많음 ,스토리가 지루함 ,  영상미도 그닥 , 예고편만 보세요 그게 제일 재밌음 . 신고"
"841","랑종별점 - 총 10점 중130분 자고 1시간 노래듣다 나옴궁금하지도 않고 영상 보는 재미도 없고취향에 전혀 맞지 않는 걸로 신고"
"842","랑종별점 - 총 10점 중7정말  기괴한 공포 영화 였습니다. 신고"
"843","랑종별점 - 총 10점 중1이 영화는 쓰레기야 하나도 무섭거나 신비롭지 않아  굉장히 센세이션한 무언가를 기대했지만 전혀 새롭거나 자극이 없는 맹탕이야 맛없는것도 먹어봐야 맛있는걸 알 수 있겠지만 이건 그런 의미조차 남지않아 신고"
"844","랑종별점 - 총 10점 중1이거보느니 .... 곤지암 두번봄 신고"
"845","랑종별점 - 총 10점 중10역시 나홍진이다. 사람 기분 더럽게하는데는 1등임. 신고"
"846","랑종별점 - 총 10점 중2개별로.. 감독이 보여주고 싶은 장면만 보여주는 느낌... 실망스러윰 신고"
"847","랑종별점 - 총 10점 중10무더운 여름밤, 꿀맛 같은 공포 신고"
"848","랑종별점 - 총 10점 중9공포 영화를 좋아하진 않지만 태국의 지방 여행을 자주하는 편이라서 관심이 생겨 관람했음. 해외 여행을 못가는 이 시국에 아주 찐하게 태국 시골 마을의 정취(?)를 느낄 수 있었다는 점 만으로도 대만족. 신고"
"849","랑종별점 - 총 10점 중1영화 극한직업보다 안 무섭네요 신고"
"850","랑종별점 - 총 10점 중2진짜 그냥 쓰레기같은 영화집중력 떨어지고 무섭지도 않은 영화돈내고 본게 아까울정도의 영화태국 풍경밖에 볼게없는 영화 신고"
"851","랑종별점 - 총 10점 중5기대를 많이하고 갔습니다만생각보다 기대 이하였습니다.뒤로갈수록 REC를 보는듯한..주인공 배우님의 연기는 좋았습니다 신고"
"852","랑종별점 - 총 10점 중1진짜 뚜까 맞고싶으세요? 뭔 내용인지 1도 모르겠고 그래서 전달하고 싶은게 도대체 뭔지도 모르겠고, 재미도 없고 그냥 집에서 그알보는게 더 공포스럽고 재밌을 듯 신고"
"853","랑종별점 - 총 10점 중8불쾌하다고 까고 선정적이다고 까고 배드엔딩이라고 까고 다 필요한 장면인건 설명을 해준거같은뎈ㅋㅋㅋ일반적인 컨저링이나 인시디어스와같은 놀래려고 보는 영화랑은 다름전형적인 신앙과 믿음에 관한걸 설명해주는것 같은 영화아는만큼 보이는영화 신고"
"854","랑종별점 - 총 10점 중1내가 예전에 7광구도 영화관에서 봤거든? 딱 그 느낌이야 진짜 재미감동공포 하나도 찾을수없승 신고"
"855","랑종별점 - 총 10점 중8신고"
