"","x"
"424","보스 베이비 2별점 - 총 10점 중9스토리가 1편보다 전체적으로 더 좋아진 느낌! 역대급일듯! 신고"
"425","보스 베이비 2별점 - 총 10점 중10아이들이 너무 좋아합니당! 신고"
"426","보스 베이비 2별점 - 총 10점 중10 가족이랑 행복했던 순간이 생각났다 신고"
"427","보스 베이비 2별점 - 총 10점 중10기대보다 더 좋았어요!! 신고"
"428","보스 베이비 2별점 - 총 10점 중9보는내내 행복했어요ㅎㅎ 신고"
"429","보스 베이비 2별점 - 총 10점 중10상상이상의 재미와 반전 매력 쩌는 캐릭터들까지ㅠㅠㅠ 넘 귀엽고 사랑스럽 신고"
"430","보스 베이비 2별점 - 총 10점 중9유쾌하고 귀여운 힐링무비 신고"
"431","보스 베이비 2별점 - 총 10점 중8생각했던거 보다 재밌어요~ 신고"
"432","보스 베이비 2별점 - 총 10점 중10뜻밖의 재미난 애니메이션 ㅎㅎ 신고"
"433","보스 베이비 2별점 - 총 10점 중10큰 기대 안하고 봤는데 완전 재밌게 봤어요! 신고"
"434","보스 베이비 2별점 - 총 10점 중8어른도, 아이도 다 즐거워할 영화였어요 신고"
"435","보스 베이비 2별점 - 총 10점 중10이상하게 극장에 어른들이 더 많음ㅋㅋ 나같은 사람들이겠지 신고"
"436","보스 베이비 2별점 - 총 10점 중2내용도 뻔하고 유치했어요.. 신고"
"437","보스 베이비 2별점 - 총 10점 중10유쾌하다 아이보다 어른이 더 좋았던 영화 신고"
"438","보스 베이비 2별점 - 총 10점 중10너무 재미있었요  보스베이비 신고"
"439","보스 베이비 2별점 - 총 10점 중10신고"
"440","보스 베이비 2별점 - 총 10점 중1댓글알바 많네 진짜 노잼인데 신고"
"441","보스 베이비 2별점 - 총 10점 중10귀요미 베이비 또 보고 싶어요 신고"
"442","보스 베이비 2별점 - 총 10점 중10세상 귀여움ㅠ_ㅠ♥ 신고"
"443","보스 베이비 2별점 - 총 10점 중10엄청 즐겁게 시간 가는줄 모르게 본 애니메이션 영화. 신고"
"444","보스 베이비 2별점 - 총 10점 중10믿고 보는 드림웍스!ㅋㅋ 신고"
"445","보스 베이비 2별점 - 총 10점 중10너무 귀엽구 사랑스러워요!! 갠적으로 소장하고 싶은 영화랄까 ㅎㅎ 신고"
"446","보스 베이비 2별점 - 총 10점 중10막 날라다니고 터지고 귀엽고 이건 뭐 너무 재밌네ㅠㅠㅠ 신고"
"447","보스 베이비 2별점 - 총 10점 중9귀여움에 뒤집어진다 증말!! 신고"
"448","보스 베이비 2별점 - 총 10점 중10아이들 뿐만 아니라 어른이 보기에도 좋습니다. 순수한 어린시절을 되새겨 볼 수 있는 영화인것 같습니다^^ 신고"
"449","보스 베이비 2별점 - 총 10점 중8어른이 봐도 재밋는 애니메이션ㅋㅋ 신고"
"450","보스 베이비 2별점 - 총 10점 중10심각하게 귀엽고 재밌어.. 신고"
"451","보스 베이비 2별점 - 총 10점 중10귀여운 캐릭터와 내용 모두 재미있다 신고"
"452","보스 베이비 2별점 - 총 10점 중10귀여운 애니메이션ㅎㅎ 깔끔한 엔딩 메세지까지 굿~ 신고"
"453","보스 베이비 2별점 - 총 10점 중212 신고"
"454","보스 베이비 2별점 - 총 10점 중10동생이 있는 사람이라면 한번쯤을 느껴봤을 법한 이야기로 이렇게 재미있게 풀어나가다니ㅋㅋ 신고"
"455","보스 베이비 2별점 - 총 10점 중9보는내내 너무 귀여워서 재밌게 봤네요~ 신고"
"456","보스 베이비 2별점 - 총 10점 중9완전 별 기대없이 봤는데 꿀잼 ㅋㅋ 신고"
"457","보스 베이비 2별점 - 총 10점 중10아 너무 귀엽네요ㅠㅠㅠ 재미있었습니다!! 신고"
"458","보스 베이비 2별점 - 총 10점 중10넋 놓고 봤어요 주인공들도 귀여웠어요ㅎㅎ 신고"
"459","보스 베이비 2별점 - 총 10점 중9귀여운건 크게 봐야 제 맛! 신고"
"460","보스 베이비 2별점 - 총 10점 중10애니 중에 제일 재밋는듯ㅠㅠ 신고"
"461","보스 베이비 2별점 - 총 10점 중8애기들이 너무 귀엽고 시간가는줄 몰랐어요ㅋㅋ 신고"
"462","보스 베이비 2별점 - 총 10점 중10엄청 재밌고 행복한 영화네요 신고"
"463","보스 베이비 2별점 - 총 10점 중9귀엽고 재밌고 내스탈ㅋㅋㅋㅋ 신고"
"464","보스 베이비 2별점 - 총 10점 중10OST부터 대사, 목소리, 영상미까지 어느 하나 부족함이 없네요 신고"
"465","보스 베이비 2별점 - 총 10점 중10시즌2는 시즌 1만큼 재밌는경우 거의없어서 볼까말까 고민했는데 너무 귀여워..강추.. 신고"
"466","보스 베이비 2별점 - 총 10점 중8아이들보기에는 괜찮은것같아요 신고"
"467","보스 베이비 2별점 - 총 10점 중101편을 너무재미있게봤던영화.2편도 재미나게봄. 앞으로 3, 4편도 계속나와주길.. 너무귀여움!! 신고"
"468","보스 베이비 2별점 - 총 10점 중101편보다 더 재밌다ㅠㅠ 신고"
"469","보스 베이비 2별점 - 총 10점 중10보스 베이비 2 빨리 보세요 존잼이니까! 신고"
"470","보스 베이비 2별점 - 총 10점 중9극장에서 봐야 꿀잼 신고"
"471","보스 베이비 2별점 - 총 10점 중10재미와 감동을 동시에 느낄 수 있는 영화! 신고"
"472","보스 베이비 2별점 - 총 10점 중8어른이 되면서 잃을 것도 얻는 것도 있지.. 신고"
"473","보스 베이비 2별점 - 총 10점 중8따뜻하구 사랑스러운 스토리ㅎㅎ 신고"
"474","보스 베이비 2별점 - 총 10점 중10친구가 유치원선생님 출신인데 애기 싫다고 한거같은데 보는내내 웃더라구요~ 같이 덤으로 웃으면서 편안하게 본거 같아요:) 개인적으로 1편이 더 재밌긴 함! 신고"
"475","보스 베이비 2별점 - 총 10점 중10눈물흘렸습니다… 신고"
"476","보스 베이비 2별점 - 총 10점 중9보스베이비 1만큼 잼있었어요 ~~~ 신고"
"477","보스 베이비 2별점 - 총 10점 중10귀엽고 재밌고 유쾌하고.. 또 봐도 재밌을듯! 신고"
"478","보스 베이비 2별점 - 총 10점 중8보스 베이비 이렇게 귀여운거 반칙아님? 신고"
"479","보스 베이비 2별점 - 총 10점 중9재밌고 귀엽당 사랑스러웡! 신고"
"480","보스 베이비 2별점 - 총 10점 중10어제 영화관 가서 보고 왔는데 매일 보고싶당... 신고"
"481","보스 베이비 2별점 - 총 10점 중7노래 개좋노~!!! ost 만으로 충분히 가치있다!! 한스짐머 사랑해!!! 화이팅!! 신고"
"482","보스 베이비 2별점 - 총 10점 중10이번편 진짜 졸귀탱이자너 신고"
"483","보스 베이비 2별점 - 총 10점 중101편보다 더 재밌게봤어요^^ 신고"
"484","보스 베이비 2별점 - 총 10점 중9빵빵 터지는 재미가 있네요ㅋㅋㅋ 유쾌하다아 신고"
"485","보스 베이비 2별점 - 총 10점 중10보스가 좋아서 영화관 가서 2번 보고 왔다 신고"
"486","보스 베이비 2별점 - 총 10점 중10넘넘 재밋어요 귀요미 베이비들 보는 재미도 쏠쏠합니다!! 신고"
"487","보스 베이비 2별점 - 총 10점 중1평점 다 알바인가요..  1에 비해서 스토리도 억지스럽고 개연성도 없고 유머도 억지스럽고..시간 아깝고 최근 본 영화중 최악.. 신고"
"488","보스 베이비 2별점 - 총 10점 중8초등학생 큰딸이 웃으면서 보면서 좋아했어요. 가족을 다시 한번 생각해보게 하는 내용이네요. 신고"
"489","보스 베이비 2별점 - 총 10점 중10이번 스토리도 꿀잼쓰 신고"
"490","보스 베이비 2별점 - 총 10점 중10큰 화면에서 귀여운 것들이 왔다 갔다 거리니까 심장이 말랑말랑해짐ㅎㅎㅎ 신고"
"491","보스 베이비 2별점 - 총 10점 중10간만에 영화관 가서 보니까 너무 좋다 내눈에 귀여운 것들이 꽉 차있음.. 신고"
"492","보스 베이비 2별점 - 총 10점 중10""어린 시절은 짧아도 가족은 영원하다.""- 티나 / 가족의 소중함을 다시금 일깨워주는 영화!! 강추합니다 :) 신고"
"493","보스 베이비 2별점 - 총 10점 중10너무 웃겨요.개인적으로는 1보다 재미있는거 같아요.아기들도 넘 귀엽고 ㅎㅎ 신고"
"494","보스 베이비 2별점 - 총 10점 중10보기만해도 기분 조아지는 영화 ㅋㅋ 신고"
"495","보스 베이비 2별점 - 총 10점 중9보스베이비 2 정말 유쾌하고 재미있게 봤습니다~ 신고"
"496","보스 베이비 2별점 - 총 10점 중10세상 너무 귀여운 베이비들ㅠㅠ 신고"
"497","보스 베이비 2별점 - 총 10점 중101편도 좋았는데 2펀도 좋네요 신고"
"498","보스 베이비 2별점 - 총 10점 중10기대하고 아이들이 봤는데 좋다고들하네요 신고"
"499","보스 베이비 2별점 - 총 10점 중10귀엽고 재미있네요~ 풍부한 상상력이 신선합니다^^ 신고"
"500","보스 베이비 2별점 - 총 10점 중10세상 젤 귀여운 보스베이비 +_+ 신고"
"501","보스 베이비 2별점 - 총 10점 중10진짜 재미있고 시간가는 줄 몰랐어요 아이들도 어른들도 재미있는 영화예요 신고"
"502","보스 베이비 2별점 - 총 10점 중9귀여운 베이비들이 잊혀지지 않네용.. 신고"
"503","보스 베이비 2별점 - 총 10점 중9귀엽고 아이들과 같이 보기에 너무 괜찮은 영화에요 신고"
"504","보스 베이비 2별점 - 총 10점 중10보스베이비 3탄도 기대하겠습니다~ 신고"
"505","보스 베이비 2별점 - 총 10점 중10형제 자매가 있는 아이에게 너무 좋은 영화 신고"
"506","보스 베이비 2별점 - 총 10점 중8아이도 어른도 푹 빠졌네요 신고"
"507","보스 베이비 2별점 - 총 10점 중91편보다 더 재밋눈거 같습니다 신고"
"508","보스 베이비 2별점 - 총 10점 중10내 인생 영화 오늘부터 보스 베이비2임 신고"
"509","보스 베이비 2별점 - 총 10점 중8나도 저런 보스가 있었으면~~ 신고"
"510","보스 베이비 2별점 - 총 10점 중9나 어제 이거 보고 오늘 하루종일 보스베이비 생각뿐임 ㅠ 신고"
"511","보스 베이비 2별점 - 총 10점 중8요런 귀여움은 극장에서 느껴야함>< 신고"
"512","보스 베이비 2별점 - 총 10점 중10오랜만에 영화 보면서 웃었던거 같아요 어른이 보기에도 너무 재미있고 감동적이기까지하네요 신고"
"513","보스 베이비 2별점 - 총 10점 중10보스 베이비 같은 동생 갖구파ㅠ ㅠ 신고"
"514","보스 베이비 2별점 - 총 10점 중9이거 1편을 왜 극장에서 안봤을까ㅎ 신고"
"515","보스 베이비 2별점 - 총 10점 중9보스베이비는 진짜 명작이야...너무 이쁨..그래픽이 진짜같고 따뜻하고 말랑말랑 귀여운 애기볼살의 질감마저 살려냄...ㄹㅇ볼때마다 행복ㅠ...내용도 너무 귀엽고.. 신고"
"516","보스 베이비 2별점 - 총 10점 중9무조건 극장에서 봐야 귀여움 제대로 만끽할 수 있듬 신고"
"517","보스 베이비 2별점 - 총 10점 중8재미났어요~~~ 거기다 감동까지ㅎㅎㅎ 신고"
"518","보스 베이비 2별점 - 총 10점 중10여고생 4명이서 봤는데 뒷자리 앉은 애기들보다 더 많이 웃다가 나왔습니다…ㅎ 신고"
"519","보스 베이비 2별점 - 총 10점 중10아이와 부모가 함께 보면 좋을듯...^^ 신고"
"520","보스 베이비 2별점 - 총 10점 중9스토리 요소가 탄탄해서 저도 재밌게 봤어요^^ 신고"
"521","보스 베이비 2별점 - 총 10점 중9이런 기발한 스토리라니. 너무 참신했고. 그래픽 기술이 너무 좋아서. 캐릭터들도 너무 귀여웠다. 신고"
"522","보스 베이비 2별점 - 총 10점 중9동생의 소중함을 느낄 수 있었다.. 내 동생은 보스 베이비가 아닌게 함정ㅋㅋㅋ 신고"
"523","보스 베이비 2별점 - 총 10점 중8보는 내내 행복했던 영화 신고"
"524","보스 베이비 2별점 - 총 10점 중10재난 +액션+코믹+감동+사랑 =완전체 라고 할수 있겠다..ㅋㅋㅋ 신고"
"525","보스 베이비 2별점 - 총 10점 중9이전보다 더 귀여워졌잖아ㅠㅜ 신고"
"526","보스 베이비 2별점 - 총 10점 중10아이들보다 어른이 더 재밌어한 영화였어요 ㅋㅋㅋ 신고"
"527","보스 베이비 2별점 - 총 10점 중10완전 재밌어요 완전 꿀잼 신고"
"528","보스 베이비 2별점 - 총 10점 중105살 아이랑 잘봣습니다^^ 신고"
"529","보스 베이비 2별점 - 총 10점 중9귀엽고 발찍한 아기 보스의 활약 신고"
"530","보스 베이비 2별점 - 총 10점 중9보고울엇다. 아기 너무 귀엽다 신고"
"531","보스 베이비 2별점 - 총 10점 중10귀엽고 재밌고 다 하고 난리났다 보스가문 ㅋ 진짜 삼대?가 보베인가여? 신고"
"532","보스 베이비 2별점 - 총 10점 중8세상에서 젤귀여워 신고"
"533","보스 베이비 2별점 - 총 10점 중10드림웍스는 언제나 기대이상이다 신고"
"534","보스 베이비 2별점 - 총 10점 중10재미와 감동이 공존하는 영화ㅠㅠ 신고"
"535","보스 베이비 2별점 - 총 10점 중10다시 볼 의향 200프로 두번보세요!! 신고"
"536","보스 베이비 2별점 - 총 10점 중9보스베이비 넘넘 귀여웤ㅋㅋ 신고"
"537","보스 베이비 2별점 - 총 10점 중10보스 베이비 너무 조아ㅜㅜ너무 귀여워 신고"
"538","보스 베이비 2별점 - 총 10점 중8아이들이 재밌대요.. 귀엽긴하나봐요 신고"
"539","보스 베이비 2별점 - 총 10점 중10귀엽다 신고"
"540","보스 베이비 2별점 - 총 10점 중2이렇게 정신없고 재미없는 영화는 처음이에오 전개도 억지스럽고 억지웃음에 억지 감동 시간이 아깝네요 신고"
"541","보스 베이비 2별점 - 총 10점 중10신고"
"542","보스 베이비 2별점 - 총 10점 중8아빠와 딸의 이야기... 딸있는 아빠들 꼬~ 옥 보세요.   아빠와 딸이 좋아합니다. 신고"
"543","보스 베이비 2별점 - 총 10점 중8전편 봤으면 그들의 독특한 형제애가 비틀리게 변형됐을 거란 걸 짐작 가능하다. 가족애와 형제애까지 동시에 잡은 잘 만든 속편. 깨알 반지의 제왕 패러디 등 영화 많이 본 분들은 혼자 웃는 요소가 몇 개 있다. 형제가 같이 보면 좋을 몇 안 되는 영화라 생각한다. 일단 재밌다.ㅎㅎ 신고"
"544","보스 베이비 2별점 - 총 10점 중6조금 기대하고 가서 그런가 1보단 재미없고 그냥 내용도 그럭저럭 돈주고 보고싶진 않아요 ㅠ 개봉하자마자 갔는데 언제끝나나 기다리고 있기만 했어요 신고"
"545","보스 베이비 2별점 - 총 10점 중62편을 만들필요가있었나싶다 신고"
"546","보스 베이비 2별점 - 총 10점 중10진짜 재밌음 시리즈물이 전작보다 더 재밌는경우 별로 없는데 이건 더 재밌었고 퀄도 올라갔고 애기덜 너무x100 귀여움 그냥 보세요.. 스토리도 잘짰고 감동재미 다 챙긴 수작임 신고"
"547","보스 베이비 2별점 - 총 10점 중101편도 너무 재밋었는데 개인적으로 2편을 더 재밋게본듯해요 ㅋㅋㅋㅋ 영화끝나고 일어나기가 싫고 이OO 시간가는줄 모르고 봤습니다 신고"
"548","보스 베이비 2별점 - 총 10점 중9웃음과 감동을 동시에!!시즌 1 보다 재밌는 듯^&^ 신고"
"549","보스 베이비 2별점 - 총 10점 중101편을 너무 재밌게 봐서 이번 편도 기대하고 봤는데 기대를 저버리지 않네요!! 신고"
"550","보스 베이비 2별점 - 총 10점 중10어른이 봐도 재밌게 볼 수 있는 애니:) 신고"
"551","보스 베이비 2별점 - 총 10점 중10와우...,,이런 영화가 있나요? 신고"
"552","보스 베이비 2별점 - 총 10점 중1돈 뱉어내라고 따지고 싶을 정도로 노잼 신고"
"553","보스 베이비 2별점 - 총 10점 중8전편의 교훈과 감동이 2배 타바사의 귀여움과 노래는 덤 신고"
"554","보스 베이비 2별점 - 총 10점 중10귀엽고따뜻한 시간 ?? 신고"
"555","보스 베이비 2별점 - 총 10점 중10최고다1편과는 다른. 신고"
"556","보스 베이비 2별점 - 총 10점 중1알바천국임 . 리뷰 아이디가 죄다 rz5x*** 이런식으로 막 친 아이디뿐인거만 봐도 알바마케팅임. 쓰려면 정성이라도 들이던가, 누가봐도 알바식 문장 신고"
"557","보스 베이비 2별점 - 총 10점 중10너무 재미있어요 ㅠㅠ 울고 웃곸ㅋㅋㅋ 신고"
"558","보스 베이비 2별점 - 총 10점 중8다좋은데 첫째딸 왜 피부색이 바뀌었는지...PC는 이해한다만 굳이 그렇게까지 해야하나..? 영상미나 스토리는 다 좋았음 신고"
"559","보스 베이비 2별점 - 총 10점 중10보스베이비1도 그렇고 2도 그렇고 가족이야기를 너무 재밌고 감동적이게 잘 표현한 영화같다. 애니메이션이다 보니 어느정도 다음 장면이 예측되긴 했지만 그 또한 애니메이션만의 재미라고 생각한다. 영화 보러 왔는데 힐링하고 가는 기분이였다. 진짜 다들 너무너무너무 귀여워서 또 보고 싶다는 생각했다. 신고"
"560","보스 베이비 2별점 - 총 10점 중10감동적인 가족이야기였던 것 같아요! 신고"
"561","보스 베이비 2별점 - 총 10점 중10사랑스럽고ㅜ 귀엽고 난리났네 난리났어 동생 꼬셔서 한번 더 봐야짘ㅋ 신고"
"562","보스 베이비 2별점 - 총 10점 중101편보다 스케일도 커지고 재미도 커짐 ㅋㅋ 신고"
"563","보스 베이비 2별점 - 총 10점 중10애들 겨냥이 아니라 어른겨냥느낌? 화목한가정에서 살았으면 공감할게 많음 신고"
"564","보스 베이비 2별점 - 총 10점 중10깜찍하고 앙큼한 귀여운 베이비들 대거 등장 신고"
"565","보스 베이비 2별점 - 총 10점 중10너무 귀여워서 기절할뻔..ㅠㅠㅠ 거기에 감동은 덤..♡ 신고"
"566","보스 베이비 2별점 - 총 10점 중10재밌게 봤어요. 아기 너무 귀엽네요! 신고"
"567","보스 베이비 2별점 - 총 10점 중9힐링 제대로 하고 옴 ㅋ 신고"
"568","보스 베이비 2별점 - 총 10점 중9가볍게 보기 좋고 귀여웡 ㅋㅋㅋ 신고"
"569","보스 베이비 2별점 - 총 10점 중10유쾌한 영화입니다 너무 재밌게 봤어오용 신고"
"570","보스 베이비 2별점 - 총 10점 중10날도 덥고 집도 답답했는데 오랜만에 아이들이랑 재밌게 보고 왔네요 시원하고 완전 천국이 따로 없었습니다ㅎㅎㅎ 신고"
"571","보스 베이비 2별점 - 총 10점 중10귀엽고 상상력이 대단하다 신고"
"572","보스 베이비 2별점 - 총 10점 중6역시 1편만한 속편이 없네요. 기대가 컸어서 그런지 좀 실망스러웠습니다. 먼저 영화 보러 가자했던 9살 딸이 재미없다고 중간에 집에 가자더라고요ㅜㅜ그래도 애니메이션 좋아하는 엄마는 1편과의 연결고리도 찾고 음악도 괜춘해서 그냥 괜찮은~ 딱 그 정도의 영화였습니다. 신고"
"573","보스 베이비 2별점 - 총 10점 중10보스베이비는 캐릭터 만으로도 합격! 신고"
"574","보스 베이비 2별점 - 총 10점 중10보고 또 봐도 재밌을듯ㅋ 신고"
"575","보스 베이비 2별점 - 총 10점 중10꼭 보세요 심쿵.... 신고"
"576","보스 베이비 2별점 - 총 10점 중8베이비주식회사 면접 보고싶습니다 신고"
"577","보스 베이비 2별점 - 총 10점 중10재치 넘치는 장면들과 아이디어들이 너무 좋았어요. 신고"
"578","보스 베이비 2별점 - 총 10점 중9보스베이비 같은 아기 낳고싶다ㅋㅋㅋ 신고"
"579","보스 베이비 2별점 - 총 10점 중10간만에 넘넘 유쾌한 시간이였어요. 신고"
"580","보스 베이비 2별점 - 총 10점 중9새로운 시각의 보스베이비^^ 신고"
"581","보스 베이비 2별점 - 총 10점 중8난 이런 귀여운거 좋더라.. 신고"
"582","보스 베이비 2별점 - 총 10점 중9아기들 귀여워요ㅠㅠ 재밌어요ㅠㅠ 신고"
"583","보스 베이비 2별점 - 총 10점 중1노노ㅗ노ㅗ노노ㅗㅗ잼 신고"
"584","보스 베이비 2별점 - 총 10점 중10보스베이비 만드신 분들 진짜 천재일겁니다. 재미는 보장 받고 보는겁니다. 신고"
"585","보스 베이비 2별점 - 총 10점 중10어른도 볼 수 있을 만큼 즐겁고 재밌던 영화 신고"
"586","보스 베이비 2별점 - 총 10점 중1시바시바시ㅐ세ㅏ시바 신고"
"587","보스 베이비 2별점 - 총 10점 중9귀여워서 눈을 돌릴 수 없었다.. 내가 여태까지 본 영화들 중 젤 귀여버.. 신고"
"588","보스 베이비 2별점 - 총 10점 중10노래도 좋고 재밌어용 ㅠㅠ 개그요소도 많고 눈도즐거움 신고"
"589","보스 베이비 2별점 - 총 10점 중10믿고 보는 보스 베비~~ 신고"
"590","보스 베이비 2별점 - 총 10점 중10넘 재미나고 웃긴 내용도 많았어요ㅎㅎ 다음에 또 3편이 나오면 또 볼것 같은 영화네요! 신고"
"591","보스 베이비 2별점 - 총 10점 중10감동 과 재미가 함께 하는 애니메이션! 신고"
"592","보스 베이비 2별점 - 총 10점 중10가족들이랑 같이 봤는데 너무 귀엽고 감동적이었어용 신고"
"593","보스 베이비 2별점 - 총 10점 중1나는 이거 1보다 더 재미없음..아동학대로 이슈되는데 아동학대를 하다니... 신고"
"594","보스 베이비 2별점 - 총 10점 중10내 인생 영화 등극... 신고"
"595","보스 베이비 2별점 - 총 10점 중8스로리상 너무 어지럽고 왔다갔다 하는장면이 많았지만 그래도 무얼의미하는지는 이해가됬어용 하지만보는도중 소울 보는 느낌이 언짢아 있긴있어서.. 신고"
"596","보스 베이비 2별점 - 총 10점 중10꼭 보세요 꿀잼임^^^ 신고"
"597","보스 베이비 2별점 - 총 10점 중10너무 귀여워서 기절할뻔ㅠㅠ기분좋게 보고나옴 그래 이시국엔 이런영화지... 신고"
"598","보스 베이비 2별점 - 총 10점 중10베이비들이 가진 치명적 매력을 알고싶다? 그럼 봐야됨 캐릭터 하나하나 귀여움 끝판왕임 신고"
"599","보스 베이비 2별점 - 총 10점 중10기대이상으로 웃겨요^^ 신고"
"600","보스 베이비 2별점 - 총 10점 중10귀여움과 사랑스러움의 극치ㅠㅠ내일도 보러간다구요 신고"
"601","보스 베이비 2별점 - 총 10점 중10처음부터 끝까지 귀엽다 귀여워서 지구뿌실뻔ㅠㅠ하ㅠㅠㅠ 신고"
"602","보스 베이비 2별점 - 총 10점 중10재미있어요 저는 성인인데 아주 재미있게 봤네요. 신고"
"603","보스 베이비 2별점 - 총 10점 중61편보단 스토리는 중구난방인 느낌이 강함 그래도 아직도 귀여운 아기들 신고"
"604","보스 베이비 2별점 - 총 10점 중10답답한요즘 오랜만에 조카랑 함께 보는데 내가 더 재밌게 봤네요 역시 믿고보는 드림웍스!! 신고"
"605","보스 베이비 2별점 - 총 10점 중10애기들 너무 귀여워ㅜㅜㅜ 완전 N차 각!!ㅎㅎ 신고"
"606","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀엽고 너무 재밌어요 꼭 보시길!!!! 신고"
"607","보스 베이비 2별점 - 총 10점 중10코미디 어드벤쳐 액션 감동까지!!어느것하나 놓치지않았다! 오랜만에 온가족이 다 만족하는 영화였다 신고"
"608","보스 베이비 2별점 - 총 10점 중10진심 3만들어 주세요 제발 신고"
"609","보스 베이비 2별점 - 총 10점 중6블랙위도우가 백배 천배 더 재밌네 신고"
"610","보스 베이비 2별점 - 총 10점 중10애기들 너무 귀여웡ㅜㅠ 신고"
"611","보스 베이비 2별점 - 총 10점 중10 벌써부터 기대된당>< 신고"
"612","보스 베이비 2별점 - 총 10점 중10귀여운 애기들을 보니 덩달아 기분이 좋아지는것 같아요:) 신고"
"613","보스 베이비 2별점 - 총 10점 중10재미에 볼거리에 감동까지 신고"
"614","보스 베이비 2별점 - 총 10점 중4아이들은 눈에 담으세요. 남는 건 사진뿐이 아니라는 공익광고. 신고"
"615","보스 베이비 2별점 - 총 10점 중10신고"
"616","보스 베이비 2별점 - 총 10점 중6그냥 그저그런 영화였어요 신고"
"617","보스 베이비 2별점 - 총 10점 중10영상미가 장난이아니네요 내용 캐릭터 모두 푹 빠져봤어요 신고"
"618","보스 베이비 2별점 - 총 10점 중5서로를 존경하고 좋아하는 형제 신고"
"619","보스 베이비 2별점 - 총 10점 중10역시 애니메이션은 캐릭터가 반 이상 먹고 들어감. 너무 사랑스러움ㅠㅠ 신고"
"620","보스 베이비 2별점 - 총 10점 중10마음에 힐링을 얻을 수 있으면서  스토리 전개도 훌륭니다. 여러분 꼭 보세요. Ost도 마음에 속들고 계속 듣고싶어요. 신고"
"621","보스 베이비 2별점 - 총 10점 중101편도 너무 귀엽더니ㅠㅠㅠ 2편도 너무 귀여움ㅠㅠㅠ 신고"
"622","보스 베이비 2별점 - 총 10점 중8재밌고 귀여워서 보는 내내 기분이 좋아요 신고"
"623","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀엽고 재미있었음!!!?? 신고"
"624","보스 베이비 2별점 - 총 10점 중10역시 보스베이비…ㅜㅜ 신고"
"625","보스 베이비 2별점 - 총 10점 중8어른도 봐도 괜찮은 영화 인것 같다 가족이 얼마나 중요한지 알려주는 영화 크리스마스에 개봉했으면 더 좋았겠네요 스토리 나쁘지 않았고 개연성이 아쉬운 부분이 있긴 있었지만 괜찮은 영화 였습니다 신고"
"626","보스 베이비 2별점 - 총 10점 중10신고"
"627","보스 베이비 2별점 - 총 10점 중10최고의 영화다 너무 재밌다 신고"
"628","보스 베이비 2별점 - 총 10점 중6뒤에는 볼만 하긴 했는데 전체적으로는 좀 유치하고 기대이하였음 신고"
"629","보스 베이비 2별점 - 총 10점 중10보스 왤케 귀여워 ㅠㅠ  보고 나서 보스앓이 중 ㅠㅠ 1편 다시보고 또본다 진짜 ㅠ 신고"
"630","보스 베이비 2별점 - 총 10점 중10주인공 너무 귀여워요. 감동! 신고"
"631","보스 베이비 2별점 - 총 10점 중10테드 너무 귀여워요  테드 짱 신고"
"632","보스 베이비 2별점 - 총 10점 중10진짜 너무너무 재밌어요! 강추합니다!!ㅎ 신고"
"633","보스 베이비 2별점 - 총 10점 중10정말 재미있게 본 작품같아요ㅠㅠ 눈물 엄청 흘리고ㅠㅠ 신고"
"634","보스 베이비 2별점 - 총 10점 중10오랜만에 영화관 가서 귀여운 거 보면서 힐링! 신고"
"635","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀여워요!!! 마지막에 감동까지 있어서 더 만족ㅠㅠ 신고"
"636","보스 베이비 2별점 - 총 10점 중10역시 애니메이션은 나를 실망시키지않아..! 딸래미 받으려고 아빠가 뛰어갈때 퐁퐁퐁 변하면서 뛰어가는 그 연출력이란.. 꼭 너를 안으려고 이만큼의 시간을 달려왔어 같음 신고"
"637","보스 베이비 2별점 - 총 10점 중10보스베이비2  너무재미있네요!내용도탄탄하고 감동도 있고~재미있게 잘봤습니다^^ 신고"
"638","보스 베이비 2별점 - 총 10점 중10어른이 봐도 잼께 봣네요^^ 신고"
"639","보스 베이비 2별점 - 총 10점 중10가볍게 보러갔다 귀여움에 힐링하고 왔습니다ㅠㅠ 신고"
"640","보스 베이비 2별점 - 총 10점 중10돌아온 보스베이비가 너무 귀여우면서도 재밌는 영화였어요!! 신고"
"641","보스 베이비 2별점 - 총 10점 중10우리 아이 때문에 봤는데 남편이랑 제가 더 많이 웃고 나왔네요~~!!^^ 신고"
"642","보스 베이비 2별점 - 총 10점 중10아이들도 또 보고 싶다 하네요^^ 신고"
"643","보스 베이비 2별점 - 총 10점 중10매력적인 주인공과 위트넘치는 스토리 신고"
"644","보스 베이비 2별점 - 총 10점 중10이런 영화라면 N차 찍어야디 ㅋㅋ 신고"
"645","보스 베이비 2별점 - 총 10점 중10캬 기대를저버리지 않네요!! 신고"
"646","보스 베이비 2별점 - 총 10점 중8유치하기만 할 줄 알았던 영화인데 은근 재밌더라.. 어른이 봐도 재밌게 볼 수 있는 애니인듯 신고"
"647","보스 베이비 2별점 - 총 10점 중10드림웍스가 또 한건해냄 보스 졸귀 ㅜ 신고"
"648","보스 베이비 2별점 - 총 10점 중10기분 좋아지는 영화였습니다 신고"
